scraped_waittimes,hospital_webpage,total_minutes,read_timestamp,site_labels
"
                                            Estimated Wait Time:28 Minutes
",Atrium,28,2020-03-15T17:53:21Z,"Atrium Health Kings Mountain, a facility of Atrium Health Cleveland"
"
                                            Estimated Wait Time:23 Minutes
",Atrium,23,2020-03-15T17:53:21Z,Atrium Health Lincoln
"
                                            Estimated Wait Time:27 Minutes
",Atrium,27,2020-03-15T17:53:21Z,"Atrium Health Mercy, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time:35 Minutes
",Atrium,35,2020-03-15T17:53:21Z,Atrium Health Pineville
"
                                            Estimated Wait Time: 1 hours 14 Minutes
",Atrium,74,2020-03-15T17:53:21Z,"Atrium Health SouthPark Emergency Department, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-15T17:53:21Z,Atrium Health Stanly
"
                                            Estimated Wait Time:19 Minutes
",Atrium,19,2020-03-15T17:53:21Z,Atrium Health Steele Creek
"
                                            Estimated Wait Time:20 Minutes
",Atrium,20,2020-03-15T17:53:21Z,Atrium Health Union
"
                                            Estimated Wait Time:22 Minutes
",Atrium,22,2020-03-15T17:53:21Z,Atrium Health University City
"
                                            Estimated Wait Time:42 Minutes
",Atrium,42,2020-03-15T17:53:21Z,Atrium Health Waxhaw
"
                                            Estimated Wait Time: 1 hours 12 Minutes
",Atrium,72,2020-03-15T17:53:21Z,Carolinas HealthCare System Blue Ridge-Morganton
"
                                            Estimated Wait Time:17 Minutes
",Atrium,17,2020-03-15T17:53:21Z,Carolinas HealthCare System Blue Ridge-Valdese
"
                                            Estimated Wait Time:48 Minutes
",Atrium,48,2020-03-15T17:53:21Z,Carolinas Medical Center
"
                                            Estimated Wait Time:45 Minutes
",Atrium,45,2020-03-15T17:53:21Z,Levine Children's Hospital
22,Kaleida,22,2020-03-15T17:53:22Z,Buffalo General Medical CenterBuffalo
0,Kaleida,0,2020-03-15T17:53:22Z,DeGraff Memorial HospitalNorth Tonawanda
20,Kaleida,20,2020-03-15T17:53:22Z,Millard Fillmore Suburban HospitalWilliamsville
17,Kaleida,17,2020-03-15T17:53:22Z,John R. Oishei Children's HospitalBuffalo
"8Min
",Longview TX,8,2020-03-15T17:53:25Z,"Longview Regional Medical Center, TX"
"
						13 Minutes*",NYU Langone,13,2020-03-15T17:53:26Z,NYU Langone Hospital—Brooklyn
"
						6 Minutes*",NYU Langone,6,2020-03-15T17:53:26Z,NYU Langone Health—Cobble Hill
"
            7 min.",South Texas Health System,7,2020-03-15T17:53:26Z,South Texas Health System Children's
"
            5 min.",South Texas Health System,5,2020-03-15T17:53:26Z,South Texas Health System Edinburg
"
            10 min.",South Texas Health System,10,2020-03-15T17:53:26Z,South Texas Health System ER Alamo
"
            5 min.",South Texas Health System,5,2020-03-15T17:53:26Z,South Texas Health System ER McColl
"
            5 min.",South Texas Health System,5,2020-03-15T17:53:26Z,South Texas Health System ER Mission
"
            8 min.",South Texas Health System,8,2020-03-15T17:53:26Z,South Texas Health System ER Monte Cristo
"
            4 min.",South Texas Health System,4,2020-03-15T17:53:26Z,South Texas Health System ER Ware Road
"
            5 min.",South Texas Health System,5,2020-03-15T17:53:26Z,South Texas Health System ER Weslaco
"
            7 min.",South Texas Health System,7,2020-03-15T17:53:26Z,South Texas Health System Heart
11,Mary Washington,11,2020-03-15T18:58:33Z,Lee's Hill Emergency
8,Mary Washington,8,2020-03-15T18:58:33Z,Mary Washington Hospital
26,Mary Washington,26,2020-03-15T18:58:33Z,Stafford Hospital
"
                                            Estimated Wait Time:28 Minutes
",Atrium,28,2020-03-15T18:58:34Z,Atrium Health Anson
"
                                            Estimated Wait Time:37 Minutes
",Atrium,37,2020-03-15T18:58:34Z,Atrium Health Cabarrus
"
                                            Estimated Wait Time:15 Minutes
",Atrium,15,2020-03-15T18:58:34Z,Atrium Health Cleveland
"
                                            Estimated Wait Time: 1 hours 2 Minutes
",Atrium,62,2020-03-15T18:58:34Z,"Atrium Health Harrisburg Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time:38 Minutes
",Atrium,38,2020-03-15T18:58:34Z,Atrium Health Huntersville
"
                                            Estimated Wait Time: 1 hours 32 Minutes
",Atrium,92,2020-03-15T18:58:34Z,"Atrium Health Kannapolis Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time:24 Minutes
",Atrium,24,2020-03-15T18:58:34Z,"Atrium Health Kings Mountain, a facility of Atrium Health Cleveland"
"
                                            Estimated Wait Time:29 Minutes
",Atrium,29,2020-03-15T18:58:34Z,Atrium Health Lincoln
"
                                            Estimated Wait Time:25 Minutes
",Atrium,25,2020-03-15T18:58:34Z,"Atrium Health Mercy, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time:29 Minutes
",Atrium,29,2020-03-15T18:58:34Z,Atrium Health Pineville
"
                                            Estimated Wait Time: 1 hours 15 Minutes
",Atrium,75,2020-03-15T18:58:34Z,"Atrium Health SouthPark Emergency Department, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-15T18:58:34Z,Atrium Health Stanly
"
                                            Estimated Wait Time:18 Minutes
",Atrium,18,2020-03-15T18:58:34Z,Atrium Health Steele Creek
"
                                            Estimated Wait Time:23 Minutes
",Atrium,23,2020-03-15T18:58:34Z,Atrium Health Union
"
                                            Estimated Wait Time:25 Minutes
",Atrium,25,2020-03-15T18:58:34Z,Atrium Health University City
"
                                            Estimated Wait Time:17 Minutes
",Atrium,17,2020-03-15T18:58:34Z,Atrium Health Waxhaw
"
                                            Estimated Wait Time:32 Minutes
",Atrium,32,2020-03-15T18:58:34Z,Carolinas HealthCare System Blue Ridge-Morganton
"
                                            Estimated Wait Time:32 Minutes
",Atrium,32,2020-03-15T18:58:34Z,Carolinas HealthCare System Blue Ridge-Valdese
"
                                            Estimated Wait Time:45 Minutes
",Atrium,45,2020-03-15T18:58:34Z,Carolinas Medical Center
"
                                            Estimated Wait Time:30 Minutes
",Atrium,30,2020-03-15T18:58:34Z,Levine Children's Hospital
44,Kaleida,44,2020-03-15T18:58:34Z,Buffalo General Medical CenterBuffalo
0,Kaleida,0,2020-03-15T18:58:34Z,DeGraff Memorial HospitalNorth Tonawanda
22,Kaleida,22,2020-03-15T18:58:34Z,Millard Fillmore Suburban HospitalWilliamsville
18,Kaleida,18,2020-03-15T18:58:34Z,John R. Oishei Children's HospitalBuffalo
"6Min
",Longview TX,6,2020-03-15T18:58:37Z,"Longview Regional Medical Center, TX"
"
						14 Minutes*",NYU Langone,14,2020-03-15T18:58:37Z,NYU Langone Hospital—Brooklyn
"
						7 Minutes*",NYU Langone,7,2020-03-15T18:58:37Z,NYU Langone Health—Cobble Hill
"
            7 min.",South Texas Health System,7,2020-03-15T18:58:38Z,South Texas Health System Children's
"
            5 min.",South Texas Health System,5,2020-03-15T18:58:38Z,South Texas Health System Edinburg
"
            10 min.",South Texas Health System,10,2020-03-15T18:58:38Z,South Texas Health System ER Alamo
"
            5 min.",South Texas Health System,5,2020-03-15T18:58:38Z,South Texas Health System ER McColl
"
            5 min.",South Texas Health System,5,2020-03-15T18:58:38Z,South Texas Health System ER Mission
"
            8 min.",South Texas Health System,8,2020-03-15T18:58:38Z,South Texas Health System ER Monte Cristo
"
            4 min.",South Texas Health System,4,2020-03-15T18:58:38Z,South Texas Health System ER Ware Road
"
            5 min.",South Texas Health System,5,2020-03-15T18:58:38Z,South Texas Health System ER Weslaco
"
            7 min.",South Texas Health System,7,2020-03-15T18:58:38Z,South Texas Health System Heart
"
                            15min *
",Piedmont,15,2020-03-15T18:58:38Z,Piedmont Athens Regional
"
                            4min *
",Piedmont,4,2020-03-15T18:58:38Z,Piedmont Atlanta
"
                            24min *
",Piedmont,24,2020-03-15T18:58:38Z,Piedmont Columbus Midtown
"
                            7min *
",Piedmont,7,2020-03-15T18:58:38Z,Piedmont Columbus Midtown Pediatrics
"
                            121min *
",Piedmont,121,2020-03-15T18:58:38Z,Piedmont Columbus Northside
"
                            35min *
",Piedmont,35,2020-03-15T18:58:38Z,Piedmont Fayette
"
                            17min *
",Piedmont,17,2020-03-15T18:58:38Z,Piedmont Henry
"
                            7min *
",Piedmont,7,2020-03-15T18:58:38Z,Piedmont Mountainside
"
                            14min *
",Piedmont,14,2020-03-15T18:58:38Z,Piedmont Mountainside - Ellijay
"
                            6min *
",Piedmont,6,2020-03-15T18:58:38Z,Piedmont Newnan
"
                            59min *
",Piedmont,59,2020-03-15T18:58:38Z,Piedmont Newton
"
                            19min *
",Piedmont,19,2020-03-15T18:58:38Z,Piedmont Rockdale Hospital
"
                            7min *
",Piedmont,7,2020-03-15T18:58:38Z,Piedmont Walton Hospital
11,Mary Washington,11,2020-03-15T19:20:49Z,Lee's Hill Emergency
8,Mary Washington,8,2020-03-15T19:20:49Z,Mary Washington Hospital
40,Mary Washington,40,2020-03-15T19:20:49Z,Stafford Hospital
"
                                            Estimated Wait Time:26 Minutes
",Atrium,26,2020-03-15T19:20:49Z,Atrium Health Anson
"
                                            Estimated Wait Time:25 Minutes
",Atrium,25,2020-03-15T19:20:49Z,Atrium Health Cabarrus
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-15T19:20:49Z,Atrium Health Cleveland
"
                                            Estimated Wait Time:51 Minutes
",Atrium,51,2020-03-15T19:20:49Z,"Atrium Health Harrisburg Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time:44 Minutes
",Atrium,44,2020-03-15T19:20:49Z,Atrium Health Huntersville
"
                                            Estimated Wait Time: 1 hours 24 Minutes
",Atrium,84,2020-03-15T19:20:49Z,"Atrium Health Kannapolis Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time:27 Minutes
",Atrium,27,2020-03-15T19:20:49Z,"Atrium Health Kings Mountain, a facility of Atrium Health Cleveland"
"
                                            Estimated Wait Time:32 Minutes
",Atrium,32,2020-03-15T19:20:49Z,Atrium Health Lincoln
"
                                            Estimated Wait Time:38 Minutes
",Atrium,38,2020-03-15T19:20:49Z,"Atrium Health Mercy, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time:40 Minutes
",Atrium,40,2020-03-15T19:20:49Z,Atrium Health Pineville
"
                                            Estimated Wait Time:53 Minutes
",Atrium,53,2020-03-15T19:20:49Z,"Atrium Health SouthPark Emergency Department, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-15T19:20:49Z,Atrium Health Stanly
"
                                            Estimated Wait Time:16 Minutes
",Atrium,16,2020-03-15T19:20:49Z,Atrium Health Steele Creek
"
                                            Estimated Wait Time:27 Minutes
",Atrium,27,2020-03-15T19:20:49Z,Atrium Health Union
"
                                            Estimated Wait Time:20 Minutes
",Atrium,20,2020-03-15T19:20:49Z,Atrium Health University City
"
                                            Estimated Wait Time:24 Minutes
",Atrium,24,2020-03-15T19:20:49Z,Atrium Health Waxhaw
"
                                            Estimated Wait Time:26 Minutes
",Atrium,26,2020-03-15T19:20:49Z,Carolinas HealthCare System Blue Ridge-Morganton
"
                                            Estimated Wait Time:49 Minutes
",Atrium,49,2020-03-15T19:20:49Z,Carolinas HealthCare System Blue Ridge-Valdese
"
                                            Estimated Wait Time:47 Minutes
",Atrium,47,2020-03-15T19:20:49Z,Carolinas Medical Center
"
                                            Estimated Wait Time: 1 hours 6 Minutes
",Atrium,66,2020-03-15T19:20:49Z,Levine Children's Hospital
50,Kaleida,50,2020-03-15T19:20:50Z,Buffalo General Medical CenterBuffalo
0,Kaleida,0,2020-03-15T19:20:50Z,DeGraff Memorial HospitalNorth Tonawanda
27,Kaleida,27,2020-03-15T19:20:50Z,Millard Fillmore Suburban HospitalWilliamsville
33,Kaleida,33,2020-03-15T19:20:50Z,John R. Oishei Children's HospitalBuffalo
"5Min
",Longview TX,5,2020-03-15T19:20:53Z,"Longview Regional Medical Center, TX"
"
						16 Minutes*",NYU Langone,16,2020-03-15T19:20:54Z,NYU Langone Hospital—Brooklyn
"
						7 Minutes*",NYU Langone,7,2020-03-15T19:20:54Z,NYU Langone Health—Cobble Hill
"
                            13min *
",Piedmont,13,2020-03-15T19:20:55Z,Piedmont Athens Regional
"
                            5min *
",Piedmont,5,2020-03-15T19:20:55Z,Piedmont Atlanta
"
                            21min *
",Piedmont,21,2020-03-15T19:20:55Z,Piedmont Columbus Midtown
"
                            9min *
",Piedmont,9,2020-03-15T19:20:55Z,Piedmont Columbus Midtown Pediatrics
"
                            113min *
",Piedmont,113,2020-03-15T19:20:55Z,Piedmont Columbus Northside
"
                            29min *
",Piedmont,29,2020-03-15T19:20:55Z,Piedmont Fayette
"
                            13min *
",Piedmont,13,2020-03-15T19:20:55Z,Piedmont Henry
"
                            9min *
",Piedmont,9,2020-03-15T19:20:55Z,Piedmont Mountainside
"
                            10min *
",Piedmont,10,2020-03-15T19:20:55Z,Piedmont Mountainside - Ellijay
"
                            5min *
",Piedmont,5,2020-03-15T19:20:55Z,Piedmont Newnan
"
                            56min *
",Piedmont,56,2020-03-15T19:20:55Z,Piedmont Newton
"
                            31min *
",Piedmont,31,2020-03-15T19:20:55Z,Piedmont Rockdale Hospital
"
                            6min *
",Piedmont,6,2020-03-15T19:20:55Z,Piedmont Walton Hospital
11,Mary Washington,11,2020-03-15T20:11:03Z,Lee's Hill Emergency
10,Mary Washington,10,2020-03-15T20:11:03Z,Mary Washington Hospital
42,Mary Washington,42,2020-03-15T20:11:03Z,Stafford Hospital
"
                                            Estimated Wait Time:19 Minutes
",Atrium,19,2020-03-15T20:11:04Z,Atrium Health Anson
"
                                            Estimated Wait Time:41 Minutes
",Atrium,41,2020-03-15T20:11:04Z,Atrium Health Cabarrus
"
                                            Estimated Wait Time:16 Minutes
",Atrium,16,2020-03-15T20:11:04Z,Atrium Health Cleveland
"
                                            Estimated Wait Time: 1 hours 14 Minutes
",Atrium,74,2020-03-15T20:11:04Z,"Atrium Health Harrisburg Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time:39 Minutes
",Atrium,39,2020-03-15T20:11:04Z,Atrium Health Huntersville
"
                                            Estimated Wait Time: 1 hours 3 Minutes
",Atrium,63,2020-03-15T20:11:04Z,"Atrium Health Kannapolis Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time:19 Minutes
",Atrium,19,2020-03-15T20:11:04Z,"Atrium Health Kings Mountain, a facility of Atrium Health Cleveland"
"
                                            Estimated Wait Time:36 Minutes
",Atrium,36,2020-03-15T20:11:04Z,Atrium Health Lincoln
"
                                            Estimated Wait Time:40 Minutes
",Atrium,40,2020-03-15T20:11:04Z,"Atrium Health Mercy, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time:37 Minutes
",Atrium,37,2020-03-15T20:11:04Z,Atrium Health Pineville
"
                                            Estimated Wait Time:54 Minutes
",Atrium,54,2020-03-15T20:11:04Z,"Atrium Health SouthPark Emergency Department, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-15T20:11:04Z,Atrium Health Stanly
"
                                            Estimated Wait Time:20 Minutes
",Atrium,20,2020-03-15T20:11:04Z,Atrium Health Steele Creek
"
                                            Estimated Wait Time:31 Minutes
",Atrium,31,2020-03-15T20:11:04Z,Atrium Health Union
"
                                            Estimated Wait Time:17 Minutes
",Atrium,17,2020-03-15T20:11:04Z,Atrium Health University City
"
                                            Estimated Wait Time:19 Minutes
",Atrium,19,2020-03-15T20:11:04Z,Atrium Health Waxhaw
"
                                            Estimated Wait Time:23 Minutes
",Atrium,23,2020-03-15T20:11:04Z,Carolinas HealthCare System Blue Ridge-Morganton
"
                                            Estimated Wait Time:24 Minutes
",Atrium,24,2020-03-15T20:11:04Z,Carolinas HealthCare System Blue Ridge-Valdese
"
                                            Estimated Wait Time:49 Minutes
",Atrium,49,2020-03-15T20:11:04Z,Carolinas Medical Center
"
                                            Estimated Wait Time:55 Minutes
",Atrium,55,2020-03-15T20:11:04Z,Levine Children's Hospital
60,Kaleida,60,2020-03-15T20:11:04Z,Buffalo General Medical CenterBuffalo
7,Kaleida,7,2020-03-15T20:11:04Z,DeGraff Memorial HospitalNorth Tonawanda
44,Kaleida,44,2020-03-15T20:11:04Z,Millard Fillmore Suburban HospitalWilliamsville
1,Kaleida,1,2020-03-15T20:11:04Z,John R. Oishei Children's HospitalBuffalo
"6Min
",Longview TX,6,2020-03-15T20:11:07Z,"Longview Regional Medical Center, TX"
"
						16 Minutes*",NYU Langone,16,2020-03-15T20:11:08Z,NYU Langone Hospital<e2><80><94>Brooklyn
"
						9 Minutes*",NYU Langone,9,2020-03-15T20:11:08Z,NYU Langone Health<e2><80><94>Cobble Hill
"
                            10min *
",Piedmont,10,2020-03-15T20:11:09Z,Piedmont Athens Regional
"
                            8min *
",Piedmont,8,2020-03-15T20:11:09Z,Piedmont Atlanta
"
                            18min *
",Piedmont,18,2020-03-15T20:11:09Z,Piedmont Columbus Midtown
"
                            16min *
",Piedmont,16,2020-03-15T20:11:09Z,Piedmont Columbus Midtown Pediatrics
"
                            120min *
",Piedmont,120,2020-03-15T20:11:09Z,Piedmont Columbus Northside
"
                            32min *
",Piedmont,32,2020-03-15T20:11:09Z,Piedmont Fayette
"
                            6min *
",Piedmont,6,2020-03-15T20:11:09Z,Piedmont Henry
"
                            14min *
",Piedmont,14,2020-03-15T20:11:09Z,Piedmont Mountainside
"
                            0min *
",Piedmont,0,2020-03-15T20:11:09Z,Piedmont Mountainside - Ellijay
"
                            10min *
",Piedmont,10,2020-03-15T20:11:09Z,Piedmont Newnan
"
                            48min *
",Piedmont,48,2020-03-15T20:11:09Z,Piedmont Newton
"
                            36min *
",Piedmont,36,2020-03-15T20:11:09Z,Piedmont Rockdale Hospital
"
                            2min *
",Piedmont,2,2020-03-15T20:11:09Z,Piedmont Walton Hospital
10,Mary Washington,10,2020-03-15T21:11:03Z,Lee's Hill Emergency
13,Mary Washington,13,2020-03-15T21:11:03Z,Mary Washington Hospital
42,Mary Washington,42,2020-03-15T21:11:03Z,Stafford Hospital
"
                                            Estimated Wait Time:25 Minutes
",Atrium,25,2020-03-15T21:11:03Z,Atrium Health Anson
"
                                            Estimated Wait Time:38 Minutes
",Atrium,38,2020-03-15T21:11:03Z,Atrium Health Cabarrus
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-15T21:11:03Z,Atrium Health Cleveland
"
                                            Estimated Wait Time: 1 hours 37 Minutes
",Atrium,97,2020-03-15T21:11:03Z,"Atrium Health Harrisburg Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time:54 Minutes
",Atrium,54,2020-03-15T21:11:03Z,Atrium Health Huntersville
"
                                            Estimated Wait Time:43 Minutes
",Atrium,43,2020-03-15T21:11:03Z,"Atrium Health Kannapolis Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-15T21:11:03Z,"Atrium Health Kings Mountain, a facility of Atrium Health Cleveland"
"
                                            Estimated Wait Time:28 Minutes
",Atrium,28,2020-03-15T21:11:03Z,Atrium Health Lincoln
"
                                            Estimated Wait Time:27 Minutes
",Atrium,27,2020-03-15T21:11:03Z,"Atrium Health Mercy, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time:51 Minutes
",Atrium,51,2020-03-15T21:11:03Z,Atrium Health Pineville
"
                                            Estimated Wait Time:42 Minutes
",Atrium,42,2020-03-15T21:11:03Z,"Atrium Health SouthPark Emergency Department, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-15T21:11:03Z,Atrium Health Stanly
"
                                            Estimated Wait Time:23 Minutes
",Atrium,23,2020-03-15T21:11:03Z,Atrium Health Steele Creek
"
                                            Estimated Wait Time:16 Minutes
",Atrium,16,2020-03-15T21:11:03Z,Atrium Health Union
"
                                            Estimated Wait Time:16 Minutes
",Atrium,16,2020-03-15T21:11:03Z,Atrium Health University City
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-15T21:11:03Z,Atrium Health Waxhaw
"
                                            Estimated Wait Time:23 Minutes
",Atrium,23,2020-03-15T21:11:03Z,Carolinas HealthCare System Blue Ridge-Morganton
"
                                            Estimated Wait Time:29 Minutes
",Atrium,29,2020-03-15T21:11:03Z,Carolinas HealthCare System Blue Ridge-Valdese
"
                                            Estimated Wait Time:53 Minutes
",Atrium,53,2020-03-15T21:11:03Z,Carolinas Medical Center
"
                                            Estimated Wait Time: 1 hours 4 Minutes
",Atrium,64,2020-03-15T21:11:03Z,Levine Children's Hospital
60,Kaleida,60,2020-03-15T21:11:04Z,Buffalo General Medical CenterBuffalo
0,Kaleida,0,2020-03-15T21:11:04Z,DeGraff Memorial HospitalNorth Tonawanda
31,Kaleida,31,2020-03-15T21:11:04Z,Millard Fillmore Suburban HospitalWilliamsville
29,Kaleida,29,2020-03-15T21:11:04Z,John R. Oishei Children's HospitalBuffalo
"11Min
",Longview TX,11,2020-03-15T21:11:07Z,"Longview Regional Medical Center, TX"
"
						16 Minutes*",NYU Langone,16,2020-03-15T21:11:08Z,NYU Langone Hospital<e2><80><94>Brooklyn
"
						9 Minutes*",NYU Langone,9,2020-03-15T21:11:08Z,NYU Langone Health<e2><80><94>Cobble Hill
"
                            12min *
",Piedmont,12,2020-03-15T21:11:08Z,Piedmont Athens Regional
"
                            8min *
",Piedmont,8,2020-03-15T21:11:08Z,Piedmont Atlanta
"
                            13min *
",Piedmont,13,2020-03-15T21:11:08Z,Piedmont Columbus Midtown
"
                            20min *
",Piedmont,20,2020-03-15T21:11:08Z,Piedmont Columbus Midtown Pediatrics
"
                            182min *
",Piedmont,182,2020-03-15T21:11:08Z,Piedmont Columbus Northside
"
                            24min *
",Piedmont,24,2020-03-15T21:11:08Z,Piedmont Fayette
"
                            29min *
",Piedmont,29,2020-03-15T21:11:08Z,Piedmont Henry
"
                            20min *
",Piedmont,20,2020-03-15T21:11:08Z,Piedmont Mountainside
"
                            25min *
",Piedmont,25,2020-03-15T21:11:08Z,Piedmont Mountainside - Ellijay
"
                            8min *
",Piedmont,8,2020-03-15T21:11:08Z,Piedmont Newnan
"
                            33min *
",Piedmont,33,2020-03-15T21:11:08Z,Piedmont Newton
"
                            12min *
",Piedmont,12,2020-03-15T21:11:08Z,Piedmont Rockdale Hospital
"
                            3min *
",Piedmont,3,2020-03-15T21:11:08Z,Piedmont Walton Hospital
17,Mary Washington,17,2020-03-15T22:11:03Z,Lee's Hill Emergency
15,Mary Washington,15,2020-03-15T22:11:03Z,Mary Washington Hospital
77,Mary Washington,77,2020-03-15T22:11:03Z,Stafford Hospital
"
                                            Estimated Wait Time:26 Minutes
",Atrium,26,2020-03-15T22:11:03Z,Atrium Health Anson
"
                                            Estimated Wait Time:39 Minutes
",Atrium,39,2020-03-15T22:11:03Z,Atrium Health Cabarrus
"
                                            Estimated Wait Time:15 Minutes
",Atrium,15,2020-03-15T22:11:03Z,Atrium Health Cleveland
"
                                            Estimated Wait Time:49 Minutes
",Atrium,49,2020-03-15T22:11:03Z,"Atrium Health Harrisburg Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time: 1 hours 15 Minutes
",Atrium,75,2020-03-15T22:11:03Z,Atrium Health Huntersville
"
                                            Estimated Wait Time:31 Minutes
",Atrium,31,2020-03-15T22:11:03Z,"Atrium Health Kannapolis Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-15T22:11:03Z,"Atrium Health Kings Mountain, a facility of Atrium Health Cleveland"
"
                                            Estimated Wait Time:29 Minutes
",Atrium,29,2020-03-15T22:11:03Z,Atrium Health Lincoln
"
                                            Estimated Wait Time:29 Minutes
",Atrium,29,2020-03-15T22:11:03Z,"Atrium Health Mercy, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time:38 Minutes
",Atrium,38,2020-03-15T22:11:03Z,Atrium Health Pineville
"
                                            Estimated Wait Time:22 Minutes
",Atrium,22,2020-03-15T22:11:03Z,"Atrium Health SouthPark Emergency Department, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-15T22:11:03Z,Atrium Health Stanly
"
                                            Estimated Wait Time:32 Minutes
",Atrium,32,2020-03-15T22:11:03Z,Atrium Health Steele Creek
"
                                            Estimated Wait Time:16 Minutes
",Atrium,16,2020-03-15T22:11:03Z,Atrium Health Union
"
                                            Estimated Wait Time:19 Minutes
",Atrium,19,2020-03-15T22:11:03Z,Atrium Health University City
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-15T22:11:03Z,Atrium Health Waxhaw
"
                                            Estimated Wait Time:23 Minutes
",Atrium,23,2020-03-15T22:11:03Z,Carolinas HealthCare System Blue Ridge-Morganton
"
                                            Estimated Wait Time:24 Minutes
",Atrium,24,2020-03-15T22:11:03Z,Carolinas HealthCare System Blue Ridge-Valdese
"
                                            Estimated Wait Time: 1 hours 59 Minutes
",Atrium,119,2020-03-15T22:11:03Z,Carolinas Medical Center
"
                                            Estimated Wait Time: 1 hours 12 Minutes
",Atrium,72,2020-03-15T22:11:03Z,Levine Children's Hospital
60,Kaleida,60,2020-03-15T22:11:04Z,Buffalo General Medical CenterBuffalo
0,Kaleida,0,2020-03-15T22:11:04Z,DeGraff Memorial HospitalNorth Tonawanda
60,Kaleida,60,2020-03-15T22:11:04Z,Millard Fillmore Suburban HospitalWilliamsville
34,Kaleida,34,2020-03-15T22:11:04Z,John R. Oishei Children's HospitalBuffalo
"11Min
",Longview TX,11,2020-03-15T22:11:07Z,"Longview Regional Medical Center, TX"
"
						16 Minutes*",NYU Langone,16,2020-03-15T22:11:07Z,NYU Langone Hospital<e2><80><94>Brooklyn
"
						10 Minutes*",NYU Langone,10,2020-03-15T22:11:07Z,NYU Langone Health<e2><80><94>Cobble Hill
"
                            10min *
",Piedmont,10,2020-03-15T22:11:09Z,Piedmont Athens Regional
"
                            10min *
",Piedmont,10,2020-03-15T22:11:09Z,Piedmont Atlanta
"
                            11min *
",Piedmont,11,2020-03-15T22:11:09Z,Piedmont Columbus Midtown
"
                            25min *
",Piedmont,25,2020-03-15T22:11:09Z,Piedmont Columbus Midtown Pediatrics
"
                            123min *
",Piedmont,123,2020-03-15T22:11:09Z,Piedmont Columbus Northside
"
                            27min *
",Piedmont,27,2020-03-15T22:11:09Z,Piedmont Fayette
"
                            49min *
",Piedmont,49,2020-03-15T22:11:09Z,Piedmont Henry
"
                            12min *
",Piedmont,12,2020-03-15T22:11:09Z,Piedmont Mountainside
"
                            8min *
",Piedmont,8,2020-03-15T22:11:09Z,Piedmont Mountainside - Ellijay
"
                            8min *
",Piedmont,8,2020-03-15T22:11:09Z,Piedmont Newnan
"
                            13min *
",Piedmont,13,2020-03-15T22:11:09Z,Piedmont Newton
"
                            16min *
",Piedmont,16,2020-03-15T22:11:09Z,Piedmont Rockdale Hospital
"
                            4min *
",Piedmont,4,2020-03-15T22:11:09Z,Piedmont Walton Hospital
17,Mary Washington,17,2020-03-15T23:11:04Z,Lee's Hill Emergency
16,Mary Washington,16,2020-03-15T23:11:04Z,Mary Washington Hospital
122,Mary Washington,122,2020-03-15T23:11:04Z,Stafford Hospital
"
                                            Estimated Wait Time:24 Minutes
",Atrium,24,2020-03-15T23:11:04Z,Atrium Health Anson
"
                                            Estimated Wait Time: 1 hours 7 Minutes
",Atrium,67,2020-03-15T23:11:04Z,Atrium Health Cabarrus
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-15T23:11:04Z,Atrium Health Cleveland
